pair_ID	sentence_AB	E_judgment
6932	The snowboarder is doing a flip over a mound of snow. [SEP] Somebody is jumping in the air on a board.	0
6955	A blonde boy in green is sitting on a swing. [SEP] There is no little girl with blond hair smiling and sitting on a swing.	2
6961	A white man is staging a hat and a playing guitar. [SEP] A man in a white hat is playing guitar on stage.	2
6971	There is no man in a red uniform making a jump in a dirt bike race. [SEP] A man in a red uniform is making a jump in a dirt bike race.	1
7002	Rugby players are not tackling each other. [SEP] A soccer player is being tackled by his opponent.	2
7007	A white dog is standing on fallen leaves. [SEP] A white dog is lying on fallen leaves.	2
7018	A child in clothing which is light colored is standing with his arms extended outward. [SEP] A child in light colored clothing is standing with his arms extended outward.	0
7027	The boy and girl are not playing on a playground. [SEP] The boy and girl are playing on the outdoor gym.	2
7043	The motocross rider is standing naked. [SEP] A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching.	2
7044	The rider on the blue and black motocross bike is not wearing the pants. [SEP] A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching.	2
7064	A trick is being performed by a rollerblader on a ramp. [SEP] A rollerblader is performing a trick on a ramp.	0
7088	A group of football players is standing still in the field. [SEP] The crowd is watching a football game.	2
7093	The group of people is standing together and looking at the camera. [SEP] A group of people is standing together and looking at the camera.	0
7214	A brown dog is running across the yard with a toy in its mouth. [SEP] There is no brown dog running across the yard with a toy in its mouth.	1
7228	There is no young boy jumping in the air with his knees bent and arms spread. [SEP] A person with a green shirt is jumping high over the grass.	2
7311	A cigarette is being smoked by the man in the straw hat. [SEP] A man is wearing a straw hat and smoking a cigarette.	0
7319	A man is wearing a blue shirt which has long sleeves and jeans and is riding a unicycle down a street. [SEP] A man is wearing a blue checkered shirt and riding a unicycle in the street.	2
7356	Small children are climbing a statue in a park. [SEP] Two children are playing on a statue.	2
7363	A tower is being looked at by a blonde lady. [SEP] A woman is looking at the view of a city.	2
7374	A man is standing on the top of the rocks with clouds behind them. [SEP] Somebody is standing on a mountain top.	2
7394	A child is smiling at the camera and swimming underwater. [SEP] A child is swimming underwater in a pool.	2
7410	An American footballer is wearing the red and white strip. [SEP] A football player is wearing black armbands.	2
7445	The little girl is swinging and the woman is standing behind her. [SEP] The girl, who is little, is swinging and the woman is standing behind.	0
7448	A small child is showing excitement on a swing set at the park. [SEP] The girl, who is little, is swinging and the woman is standing behind.	2
7464	A surfer is riding the wave. [SEP] A man is falling off a surfboard in the water.	2
7466	The group of people is sitting in a dim room. [SEP] The group of people is sitting in a room which is dim.	0
7471	A man and two women in a dark room are sitting at a table with candles. [SEP] The group of people is sitting in a dim room.	0
7475	A man and two women in a darkened room are sitting at a table with candles. [SEP] The group of dim people is sitting in a room.	2
7477	A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four bottles of beer. [SEP] A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles.	0
7501	The woman is not wearing a red jacket and is not holding a glass in front of the man in a white t-shirt. [SEP] A person is wearing a red jacket and holding a beer.	2
7533	A child is watching someone playing outdoors and is spouting water over the rest of his family. [SEP] A boy is holding a hose next to a man and another boy is watching.	2
7541	There is no football player in a purple jersey running with the ball for a touchdown. [SEP] A football player is running past an official carrying a football.	2
7544	A football player is carrying an official past a rolling football. [SEP] A football player in a purple jersey is running with the ball for a touchdown.	2
7546	A young girl in a blue leotard is jumping in the air. [SEP] A young girl in a leotard colored in blue is jumping in the air.	0
7548	The young girl in blue is jumping in the air. [SEP] A young girl in blue is jumping in the air.	0
7582	The bunch of men are playing rugby on a field full of mud. [SEP] Some men are playing rugby.	0
7590	A person is looking at a bike designed for motocross that is lying on its side and another is racing by. [SEP] The bike rider is looking at an accident of another bike rider.	2
7649	There is no little boy wearing a green soccer strip and running on the grass. [SEP] A little boy is wearing a green soccer strip and is running on the grass.	1
7667	The man at the beach is not doing a handstand on the wet sand at the edge of the water. [SEP] The man is doing a handstand on the wet sand at the edge of the water at the beach.	1
7677	A young mother is playing with her boy in the park. [SEP] A young boy is playing in the park with his mother.	0
7718	A man is spraying a super soaker into the mouth of a dog. [SEP] There is no man spraying a super soaker into the mouth of a dog.	1
7720	There is no man spraying a super soaker into the mouth of a dog. [SEP] A man is squirting water into the mouth of a white dog with a squirt gun.	2
7726	A boy under an umbrella is being held by his father who is wearing a blue coat. [SEP] A boy, who is wearing a blue coat, is being held by his father under an umbrella .	2
7734	A boy under an umbrella is being held by his father who is wearing a blue coat. [SEP] A child is experiencing a new world.	2
7743	A dog is playing alone on a beach covered by snow. [SEP] A dog is walking along a snowdrift.	2
7772	A surfer is riding a big wave across dark green water. [SEP] The surfer is riding a small wave.	1
7795	A tennis player is lunging to the left. [SEP] A tennis player is jumping to the left.	0
7820	Two dogs are looking at something that is splashing in the water. [SEP] Some dogs are not playing in a stream.	2
7877	A man in a blue cowboy hat is riding a white horse. [SEP] A man in blue is riding a horse on a dirt road.	2
7889	Two white dogs are playing with a brown dog and a tennis ball. [SEP] Two white dogs are playing with a brown dog and a ball.	0
7932	A person in a pink jacket is running onto the field. [SEP] Four athletes are with a woman in a crowded stadium.	2
7937	A woman dressed in elegant clothing is inside a crowd of people and is looking up. [SEP] A woman dressed in elegant clothing is inside a crowd of people and is looking down.	2
7938	An Asian woman is holding a fur scarf. [SEP] An elegant woman is inside a crowd of people and is looking down.	2
7947	A kid in a white t-shirt is splashing in shallow water. [SEP] A boy is running through the water at the beach.	2
7950	A girl is running through the water at the beach. [SEP] A boy in a white t-shirt is splashing in shallow water.	2
7951	A boy in a white t-shirt is splashing in shallow water. [SEP] A boy is running through the water at the beach.	2
7997	The kids are not wearing suits and water is splashing around. [SEP] Children in swimming suits are playing in the water.	2
8057	A young girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on her head. [SEP] A little girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on the head.	0
8122	A female cheerleader is sitting on the knee of a male cheerleader. [SEP] Some cheerleaders are relaxing.	2
8138	The girl has red hair and eyebrows, several piercings in a ear and a drawing on the back. [SEP] The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back.	0
8141	The girl has red hair and eyebrows, several piercings in a ear and no tattoo on the back. [SEP] A girl with red hair and red eyebrows is in midspeech.	2
8163	Two people are driving a jeep and a lady is sitting on the top of it. [SEP] Two people are driving a jeep and a girl is sitting on the top of it.	0
8193	The adults and children are not gathered near an outdoor seating arrangement. [SEP] The adults and children are being gathered near an outdoor seating arrangement.	1
8212	A girl has colored patches on the cheeks. [SEP] A girl is standing in a group and is wearing a black shirt and pink beads.	2
8220	Two dogs are running through water. [SEP] Two dogs are running through high grass.	2
8263	Some people and vehicles are on a crowded street. [SEP] Some people and vehicles are on a almost empty street.	1
8313	A young girl with painted face is standing next to some other children. [SEP] Children are being dressed in costumes and playing a game.	2
8326	There is no bmx biker jumping dirt ramps in front of a body of water. [SEP] Two bmx bikers are jumping dirt ramps in front of a body of water.	1
8334	A man is doing a trick on a skateboard. [SEP] A person is doing a trick on a skateboard.	0
8343	A man in a motocross uniform is wearing a helmet and rides a red motorcycle. [SEP] A person in a motocross uniform is wearing a helmet and rides a red motorcycle.	0
8362	A boy in a striped shirt is jumping behind a water fountain. [SEP] A boy in a striped shirt is jumping in front of a water fountain.	2
8375	Two large dogs, a light colored one and a dark one, are sleeping on a snowy terrain. [SEP] Two dogs are leaping through snowy grass and rocks.	2
8383	A girl in blue is sliding down a green slide. [SEP] The young girl in blue is enjoying a slide.	0
8389	A white man is walking next to a building in a big city. [SEP] A black man is walking next to a building in a big city.	2
8461	A man with no hat is sitting on the ground. [SEP] A man with a backwards hat is sitting on the ground.	2
